,User_ID,Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
3073,12027095,88.0,female,44,167.0,69.0,15.0,102.0,40.3
3074,12027509,136.0,male,22,199.0,97.0,24.0,104.0,40.6
3075,12027550,137.0,female,35,169.0,69.0,22.0,107.0,40.8
3076,12027768,4.0,female,33,162.0,59.0,1.0,84.0,37.9
3077,12027990,166.0,female,45,174.0,70.0,26.0,107.0,40.9
3078,12028491,60.0,male,69,189.0,93.0,10.0,92.0,39.9
3079,12028761,54.0,female,40,169.0,63.0,11.0,93.0,39.6
3080,12029816,154.0,female,60,156.0,59.0,23.0,106.0,40.7
3081,12029954,79.0,male,20,191.0,97.0,21.0,92.0,40.4
3082,12030616,66.0,male,56,201.0,105.0,11.0,94.0,39.7
3083,12030953,83.0,male,29,194.0,95.0,16.0,99.0,40.1
3084,12031314,59.0,male,36,188.0,88.0,14.0,91.0,40.1
3085,12033861,15.0,female,46,171.0,64.0,3.0,94.0,38.5
3086,12033963,164.0,female,35,164.0,58.0,27.0,104.0,40.9
3087,12035050,135.0,female,38,160.0,62.0,24.0,100.0,40.2
3088,12035754,15.0,male,46,166.0,68.0,6.0,79.0,39.1
3089,12036626,18.0,male,33,205.0,114.0,4.0,90.0,39.2
3090,12037170,9.0,female,27,183.0,79.0,3.0,80.0,38.9
3091,12037592,107.0,female,61,163.0,61.0,19.0,96.0,40.6
3092,12037794,140.0,female,43,158.0,61.0,22.0,106.0,40.8
3093,12038169,35.0,male,29,170.0,75.0,9.0,93.0,39.9
3094,12038545,64.0,male,24,181.0,91.0,14.0,97.0,40.4
3095,12041420,50.0,female,26,178.0,77.0,10.0,98.0,39.7
3096,12041582,155.0,female,36,157.0,63.0,24.0,108.0,40.8
3097,12042077,172.0,male,22,194.0,91.0,28.0,108.0,40.6
3098,12042773,43.0,female,25,158.0,62.0,10.0,90.0,39.7
3099,12043718,102.0,male,21,192.0,89.0,24.0,96.0,41.0
3100,12044547,21.0,female,76,144.0,47.0,4.0,88.0,38.9
3101,12046609,189.0,female,38,170.0,59.0,26.0,115.0,40.8
3102,12047532,149.0,female,43,150.0,54.0,23.0,106.0,40.7
3103,12047880,92.0,male,24,192.0,93.0,20.0,97.0,40.6
3104,12048857,24.0,male,26,194.0,99.0,8.0,85.0,39.6
3105,12051718,2.0,male,38,188.0,89.0,1.0,77.0,37.7
3106,12051724,177.0,female,24,182.0,71.0,30.0,106.0,41.0
3107,12052192,192.0,male,69,190.0,93.0,24.0,105.0,40.5
3108,12052844,128.0,female,38,151.0,52.0,23.0,98.0,40.8
3109,12052953,148.0,female,21,155.0,58.0,25.0,105.0,40.7
3110,12053048,26.0,male,41,186.0,88.0,7.0,86.0,39.5
3111,12053403,38.0,female,68,179.0,77.0,8.0,89.0,40.1
3112,12053690,138.0,female,39,173.0,69.0,24.0,102.0,41.0
3113,12054652,141.0,female,36,171.0,63.0,23.0,105.0,40.7
3114,12054695,56.0,female,22,162.0,59.0,13.0,90.0,39.9
3115,12055129,70.0,male,37,191.0,93.0,18.0,88.0,39.9
3116,12055395,75.0,male,21,176.0,79.0,18.0,97.0,40.5
3117,12055453,110.0,female,41,170.0,65.0,21.0,96.0,40.5
3118,12055581,7.0,male,56,190.0,97.0,2.0,79.0,37.9
3119,12055629,17.0,female,54,146.0,52.0,4.0,82.0,38.4
3120,12056612,21.0,female,61,157.0,62.0,5.0,83.0,38.8
3121,12056752,178.0,male,36,194.0,91.0,28.0,105.0,40.8
3122,12057594,81.0,male,59,166.0,70.0,17.0,90.0,40.2
3123,12058874,3.0,female,33,154.0,54.0,1.0,78.0,37.7
3124,12059109,67.0,female,23,159.0,60.0,15.0,91.0,40.2
3125,12059394,98.0,female,28,166.0,64.0,18.0,100.0,40.5
3126,12060093,24.0,male,33,193.0,94.0,9.0,81.0,40.2
3127,12061293,18.0,male,43,177.0,77.0,7.0,80.0,39.4
3128,12061462,15.0,male,61,185.0,81.0,4.0,81.0,38.9
3129,12061497,44.0,male,56,183.0,85.0,9.0,90.0,39.4
3130,12062720,16.0,male,25,184.0,84.0,7.0,82.0,39.3
3131,12063088,53.0,male,70,191.0,90.0,9.0,91.0,39.5
3132,12063169,35.0,female,61,179.0,75.0,9.0,82.0,40.2
3133,12063233,57.0,male,42,182.0,87.0,10.0,99.0,39.6
3134,12063723,70.0,male,59,181.0,84.0,12.0,95.0,40.0
3135,12064049,86.0,female,29,176.0,72.0,18.0,95.0,40.4
3136,12064257,162.0,female,59,156.0,60.0,26.0,102.0,40.8
3137,12065881,69.0,female,78,168.0,71.0,12.0,96.0,39.7
3138,12066235,191.0,female,71,174.0,74.0,29.0,105.0,41.0
3139,12066385,153.0,male,38,190.0,87.0,28.0,99.0,41.1
3140,12066469,85.0,female,42,169.0,68.0,16.0,97.0,40.6
3141,12066484,4.0,male,64,183.0,88.0,1.0,78.0,37.7
3142,12068497,90.0,male,54,177.0,83.0,15.0,98.0,40.4
3143,12068542,20.0,female,24,174.0,72.0,5.0,89.0,39.3
3144,12068636,37.0,male,37,192.0,88.0,9.0,90.0,39.5
3145,12068951,3.0,male,22,175.0,77.0,2.0,79.0,38.4
3146,12070148,57.0,female,33,163.0,63.0,12.0,93.0,39.9
3147,12070451,44.0,male,45,196.0,98.0,9.0,91.0,40.0
3148,12070823,230.0,female,55,175.0,69.0,30.0,117.0,41.2
3149,12071364,57.0,male,50,176.0,80.0,13.0,89.0,40.1
3150,12071382,14.0,female,60,158.0,59.0,4.0,77.0,38.6
3151,12072028,196.0,female,43,154.0,56.0,29.0,109.0,40.9
3152,12072273,185.0,female,57,160.0,67.0,27.0,109.0,40.6
3153,12072680,138.0,female,76,138.0,45.0,23.0,95.0,40.7
3154,12072919,53.0,male,46,184.0,89.0,10.0,95.0,39.9
3155,12074880,186.0,female,43,167.0,58.0,29.0,106.0,41.1
3156,12075809,149.0,female,52,174.0,73.0,23.0,107.0,40.3
3157,12076075,31.0,female,55,159.0,59.0,7.0,86.0,39.1
3158,12076343,136.0,male,52,177.0,77.0,23.0,99.0,40.4
3159,12076436,96.0,female,34,176.0,70.0,22.0,90.0,40.5
3160,12076838,133.0,female,65,156.0,63.0,21.0,102.0,40.4
3161,12076927,19.0,female,42,175.0,69.0,5.0,83.0,39.3
3162,12079044,10.0,female,20,169.0,65.0,3.0,82.0,38.7
3163,12079729,91.0,female,27,177.0,68.0,17.0,100.0,40.3
3164,12079828,36.0,female,49,166.0,66.0,10.0,80.0,40.0
3165,12079891,59.0,female,41,156.0,61.0,11.0,97.0,39.9
3166,12080067,71.0,female,25,172.0,70.0,16.0,92.0,40.6
3167,12083737,129.0,female,21,173.0,69.0,22.0,106.0,40.3
3168,12083988,98.0,male,34,181.0,80.0,18.0,101.0,40.3
3169,12084103,68.0,male,35,205.0,100.0,15.0,92.0,40.2
3170,12085410,45.0,male,23,189.0,97.0,13.0,89.0,40.2
3171,12085861,178.0,female,47,166.0,67.0,28.0,106.0,40.8
3172,12087215,56.0,female,37,164.0,63.0,12.0,91.0,39.8
3173,12087297,73.0,female,21,168.0,63.0,15.0,96.0,40.1
3174,12088340,129.0,female,50,154.0,62.0,22.0,100.0,40.6
3175,12088481,129.0,female,55,154.0,53.0,22.0,98.0,41.0
3176,12088858,59.0,female,63,161.0,59.0,12.0,89.0,40.5
3177,12089825,27.0,female,37,169.0,67.0,7.0,84.0,39.6
3178,12091387,171.0,female,54,194.0,94.0,27.0,108.0,40.6
3179,12091909,29.0,male,40,177.0,84.0,7.0,90.0,39.8
3180,12092379,78.0,male,48,195.0,95.0,15.0,93.0,40.2
3181,12092720,64.0,female,20,153.0,52.0,14.0,92.0,40.1
3182,12094559,29.0,female,42,166.0,69.0,8.0,81.0,39.4
3183,12095824,228.0,male,77,190.0,96.0,28.0,103.0,41.0
3184,12097174,190.0,male,58,187.0,87.0,23.0,111.0,40.8
3185,12097772,59.0,female,56,143.0,48.0,10.0,98.0,39.7
3186,12099947,71.0,female,67,175.0,72.0,13.0,95.0,40.3
3187,12102128,8.0,male,24,191.0,86.0,4.0,81.0,39.2
3188,12102225,82.0,female,73,185.0,79.0,15.0,95.0,40.1
3189,12102333,51.0,female,58,161.0,61.0,11.0,87.0,39.9
3190,12104021,24.0,female,30,170.0,64.0,6.0,86.0,39.0
3191,12106575,16.0,female,21,166.0,63.0,5.0,81.0,39.3
3192,12107751,22.0,female,31,173.0,70.0,6.0,84.0,39.2
3193,12108240,150.0,female,41,161.0,55.0,23.0,107.0,40.4
3194,12108301,175.0,male,55,179.0,85.0,23.0,108.0,40.6
3195,12109074,65.0,male,35,174.0,80.0,17.0,90.0,40.5
3196,12111577,60.0,male,22,183.0,83.0,13.0,99.0,40.1
3197,12112715,80.0,male,24,189.0,93.0,20.0,93.0,40.4
3198,12113470,57.0,male,23,182.0,84.0,15.0,93.0,40.6
3199,12113548,47.0,male,27,187.0,89.0,11.0,94.0,40.0
3200,12114116,21.0,female,38,169.0,72.0,6.0,82.0,39.4
3201,12114332,289.0,male,32,188.0,91.0,30.0,128.0,40.9
3202,12114449,192.0,male,44,196.0,102.0,30.0,101.0,41.1
3203,12115190,13.0,female,56,155.0,60.0,3.0,84.0,38.7
3204,12116349,22.0,male,46,203.0,107.0,6.0,82.0,39.4
3205,12116666,216.0,female,52,174.0,68.0,30.0,113.0,41.0
3206,12117509,15.0,female,23,156.0,58.0,4.0,85.0,39.1
3207,12118319,4.0,female,72,177.0,79.0,1.0,83.0,37.8
3208,12118799,44.0,female,21,159.0,50.0,11.0,86.0,40.1
3209,12119217,43.0,male,52,175.0,82.0,9.0,91.0,39.6
3210,12121015,139.0,male,20,187.0,90.0,25.0,105.0,40.7
3211,12121222,124.0,male,24,179.0,83.0,22.0,105.0,40.4
3212,12122483,45.0,female,23,160.0,62.0,9.0,97.0,39.3
3213,12123004,34.0,female,44,174.0,67.0,8.0,87.0,39.9
3214,12123806,161.0,female,32,158.0,55.0,24.0,110.0,40.8
3215,12126068,70.0,female,75,186.0,77.0,14.0,90.0,40.0
3216,12126250,73.0,male,55,199.0,105.0,15.0,87.0,39.8
3217,12127647,6.0,male,20,177.0,77.0,2.0,90.0,38.6
3218,12128107,157.0,male,24,188.0,92.0,27.0,105.0,40.5
3219,12128736,51.0,female,46,166.0,58.0,10.0,93.0,39.6
3220,12129584,227.0,female,62,176.0,77.0,30.0,116.0,40.6
3221,12129622,84.0,male,32,185.0,84.0,17.0,98.0,40.3
3222,12129721,93.0,female,23,182.0,70.0,17.0,102.0,40.3
3223,12129875,218.0,male,62,189.0,98.0,26.0,109.0,41.0
3224,12130072,6.0,female,50,175.0,77.0,2.0,77.0,38.4
3225,12130100,26.0,female,41,192.0,83.0,6.0,90.0,39.4
3226,12130884,151.0,female,40,171.0,70.0,24.0,107.0,40.7
3227,12131294,70.0,female,44,158.0,54.0,12.0,100.0,40.1
3228,12132251,44.0,male,37,189.0,97.0,11.0,88.0,39.7
3229,12132331,25.0,male,43,211.0,113.0,7.0,81.0,39.4
3230,12132339,134.0,male,60,186.0,94.0,21.0,97.0,40.4
3231,12132600,187.0,male,43,201.0,104.0,28.0,103.0,40.7
3232,12133833,57.0,male,35,174.0,76.0,12.0,97.0,40.2
3233,12135008,30.0,male,27,188.0,81.0,8.0,92.0,39.6
3234,12135010,136.0,female,77,166.0,65.0,20.0,105.0,40.3
3235,12135698,108.0,female,27,178.0,77.0,19.0,104.0,40.7
3236,12136065,32.0,male,26,175.0,78.0,8.0,94.0,39.4
3237,12136817,129.0,female,30,172.0,70.0,23.0,102.0,40.6
3238,12137507,114.0,male,27,169.0,73.0,23.0,101.0,41.0
3239,12137980,175.0,male,23,170.0,70.0,29.0,110.0,40.7
3240,12138268,42.0,male,25,188.0,91.0,9.0,97.0,39.6
3241,12138344,49.0,male,48,179.0,82.0,11.0,90.0,39.6
3242,12139331,117.0,female,30,144.0,47.0,21.0,99.0,40.6
3243,12139431,162.0,female,69,161.0,59.0,24.0,105.0,40.8
3244,12140316,243.0,male,61,191.0,100.0,28.0,111.0,40.8
3245,12140376,130.0,female,20,174.0,70.0,26.0,98.0,41.0
3246,12140444,81.0,male,30,187.0,94.0,18.0,94.0,40.4
3247,12140587,9.0,female,24,160.0,63.0,3.0,79.0,38.5
3248,12142650,241.0,male,56,200.0,101.0,28.0,112.0,40.9
3249,12142970,12.0,female,38,169.0,67.0,3.0,85.0,38.5
3250,12143206,79.0,male,49,184.0,91.0,14.0,96.0,40.1
3251,12143358,91.0,female,69,172.0,69.0,17.0,93.0,40.8
3252,12144057,31.0,female,34,179.0,75.0,7.0,91.0,39.4
3253,12144507,58.0,female,26,169.0,67.0,13.0,92.0,40.1
3254,12145768,199.0,female,53,167.0,67.0,28.0,112.0,40.7
3255,12146545,43.0,male,24,169.0,74.0,12.0,93.0,39.8
3256,12147068,236.0,male,76,173.0,82.0,25.0,114.0,41.1
3257,12148591,70.0,female,65,162.0,65.0,12.0,98.0,39.8
3258,12149605,34.0,female,24,174.0,72.0,8.0,91.0,39.8
3259,12149898,221.0,female,73,178.0,78.0,29.0,115.0,40.9
3260,12150043,104.0,male,39,182.0,81.0,24.0,92.0,40.5
3261,12150256,124.0,female,42,167.0,66.0,20.0,105.0,40.2
3262,12150397,76.0,female,29,169.0,69.0,15.0,97.0,40.4
3263,12150676,7.0,female,65,178.0,82.0,2.0,79.0,38.1
3264,12151296,118.0,male,37,168.0,68.0,25.0,97.0,41.1
3265,12151445,66.0,male,24,175.0,77.0,18.0,93.0,40.0
3266,12152030,75.0,male,61,180.0,83.0,15.0,89.0,40.1
3267,12154012,28.0,male,29,184.0,93.0,8.0,88.0,40.0
3268,12154678,146.0,female,35,177.0,74.0,26.0,102.0,41.3
3269,12155209,106.0,female,26,156.0,56.0,20.0,98.0,40.1
3270,12155399,79.0,female,35,157.0,52.0,14.0,99.0,40.1
3271,12156953,65.0,male,48,181.0,90.0,14.0,90.0,40.3
3272,12157165,45.0,female,51,156.0,63.0,9.0,92.0,40.1
3273,12158105,23.0,male,76,170.0,81.0,5.0,82.0,38.9
3274,12158638,13.0,female,38,177.0,78.0,4.0,79.0,38.9
3275,12158911,204.0,female,38,155.0,59.0,28.0,115.0,40.4
3276,12159473,61.0,female,27,159.0,63.0,13.0,93.0,40.1
3277,12159858,139.0,female,36,180.0,80.0,22.0,109.0,40.9
3278,12160129,111.0,male,38,189.0,90.0,20.0,99.0,40.7
3279,12161575,45.0,male,30,165.0,65.0,16.0,87.0,40.4
3280,12161877,144.0,male,56,182.0,86.0,20.0,105.0,40.7
3281,12162019,189.0,male,21,197.0,101.0,30.0,108.0,41.0
3282,12162135,33.0,male,20,191.0,94.0,9.0,92.0,40.0
3283,12162148,85.0,male,55,171.0,70.0,17.0,93.0,40.3
3284,12163303,115.0,male,26,186.0,87.0,21.0,103.0,40.6
3285,12163871,2.0,male,48,187.0,87.0,1.0,70.0,37.7
3286,12163888,78.0,male,33,196.0,92.0,15.0,98.0,40.0
3287,12164109,186.0,male,22,178.0,80.0,28.0,113.0,40.7
3288,12164220,158.0,male,23,177.0,74.0,24.0,113.0,40.6
3289,12164222,187.0,female,43,162.0,64.0,30.0,105.0,41.2
3290,12165121,180.0,male,24,190.0,93.0,28.0,109.0,40.8
3291,12165950,78.0,female,39,156.0,55.0,15.0,95.0,39.9
3292,12166146,142.0,male,29,184.0,85.0,24.0,105.0,40.9
3293,12169308,124.0,male,38,180.0,80.0,24.0,98.0,40.8
3294,12169448,12.0,female,70,172.0,73.0,3.0,80.0,38.6
3295,12169913,92.0,female,55,145.0,55.0,15.0,101.0,40.1
3296,12170927,10.0,female,79,163.0,66.0,2.0,90.0,38.3
3297,12174253,154.0,male,79,195.0,105.0,20.0,98.0,40.7
3298,12175177,56.0,female,76,162.0,65.0,10.0,94.0,39.8
3299,12175219,89.0,male,48,186.0,90.0,17.0,94.0,40.6
3300,12176085,186.0,male,41,183.0,85.0,28.0,106.0,40.9
3301,12178337,175.0,male,27,189.0,93.0,30.0,104.0,40.7
3302,12178742,17.0,male,27,181.0,83.0,6.0,86.0,39.4
3303,12179387,113.0,female,64,169.0,71.0,19.0,100.0,40.5
3304,12179594,14.0,female,30,176.0,71.0,4.0,82.0,38.6
3305,12180222,195.0,male,67,183.0,89.0,24.0,107.0,40.7
3306,12181996,58.0,male,40,201.0,97.0,10.0,99.0,40.0
3307,12182787,13.0,female,43,190.0,88.0,4.0,81.0,38.5
3308,12184877,129.0,male,66,193.0,97.0,20.0,95.0,40.6
3309,12184919,48.0,male,41,178.0,87.0,15.0,83.0,40.3
3310,12187108,70.0,male,29,193.0,91.0,16.0,94.0,40.0
3311,12187528,151.0,male,28,181.0,91.0,28.0,101.0,41.0
3312,12188573,79.0,male,39,184.0,88.0,17.0,93.0,40.4
3313,12189951,89.0,female,42,176.0,71.0,17.0,97.0,40.1
3314,12190043,73.0,male,26,181.0,78.0,16.0,98.0,40.2
3315,12190406,143.0,female,74,162.0,67.0,23.0,100.0,40.8
3316,12191640,18.0,female,51,175.0,68.0,4.0,89.0,38.9
3317,12193605,27.0,male,52,199.0,99.0,5.0,93.0,39.0
3318,12194902,26.0,male,20,187.0,93.0,8.0,89.0,39.5
3319,12194986,62.0,male,22,187.0,94.0,17.0,91.0,40.2
3320,12195790,66.0,female,29,163.0,62.0,13.0,96.0,39.7
3321,12196327,93.0,female,78,151.0,53.0,14.0,102.0,40.2
3322,12196897,109.0,male,24,196.0,94.0,22.0,99.0,40.6
3323,12197927,108.0,male,53,165.0,71.0,20.0,96.0,40.9
3324,12198133,11.0,male,39,182.0,82.0,4.0,82.0,38.6
3325,12198565,164.0,female,74,145.0,48.0,25.0,101.0,40.7
3326,12200442,17.0,male,25,180.0,81.0,7.0,84.0,39.5
3327,12201423,152.0,female,26,168.0,70.0,28.0,101.0,41.3
3328,12201712,108.0,female,22,155.0,53.0,17.0,108.0,40.4
3329,12201902,71.0,female,69,172.0,67.0,13.0,94.0,40.0
3330,12202846,6.0,male,31,198.0,101.0,3.0,77.0,39.0
3331,12202933,55.0,female,27,166.0,59.0,13.0,88.0,40.1
3332,12203129,3.0,female,28,167.0,63.0,1.0,73.0,37.6
3333,12203346,21.0,female,64,156.0,56.0,5.0,81.0,38.9
3334,12204696,3.0,female,34,163.0,61.0,1.0,74.0,38.2
3335,12204910,49.0,female,41,186.0,81.0,10.0,95.0,39.3
3336,12205180,162.0,female,22,173.0,67.0,29.0,103.0,40.8
3337,12205400,95.0,female,61,162.0,61.0,16.0,99.0,40.4
3338,12205632,21.0,male,44,195.0,92.0,6.0,83.0,39.4
3339,12206930,119.0,female,58,174.0,72.0,18.0,107.0,40.5
3340,12207896,124.0,male,22,177.0,78.0,25.0,102.0,40.7
3341,12209289,28.0,male,71,183.0,80.0,6.0,84.0,39.0
3342,12209671,23.0,male,28,174.0,76.0,7.0,89.0,39.6
3343,12209725,109.0,female,79,159.0,64.0,17.0,101.0,40.2
3344,12210089,17.0,male,30,178.0,76.0,8.0,81.0,39.9
3345,12210859,41.0,female,66,158.0,57.0,8.0,90.0,39.5
3346,12211045,38.0,male,69,180.0,86.0,7.0,89.0,39.4
3347,12212390,88.0,female,22,157.0,54.0,21.0,88.0,40.0
3348,12214037,123.0,male,23,189.0,91.0,24.0,101.0,40.6
3349,12214426,13.0,male,52,176.0,82.0,4.0,80.0,38.9
3350,12214546,171.0,female,37,158.0,57.0,27.0,106.0,40.8
3351,12215052,166.0,female,22,164.0,58.0,27.0,107.0,40.8
3352,12215329,170.0,female,75,161.0,63.0,25.0,105.0,40.5
3353,12218567,125.0,male,32,176.0,74.0,21.0,106.0,40.5
3354,12219407,61.0,female,59,157.0,51.0,11.0,94.0,39.8
3355,12219500,52.0,male,56,188.0,90.0,10.0,91.0,39.7
3356,12221911,133.0,male,50,192.0,87.0,20.0,103.0,40.4
3357,12222193,136.0,male,23,207.0,101.0,24.0,103.0,41.0
3358,12222423,180.0,female,34,167.0,68.0,30.0,105.0,40.7
3359,12222542,65.0,male,50,182.0,85.0,14.0,90.0,40.2
3360,12222855,20.0,male,42,187.0,92.0,5.0,87.0,39.1
3361,12223324,88.0,female,69,175.0,68.0,15.0,98.0,40.0
3362,12223834,8.0,female,32,160.0,54.0,2.0,87.0,38.3
3363,12224217,31.0,male,57,183.0,93.0,6.0,90.0,39.4
3364,12224364,3.0,female,33,156.0,57.0,1.0,74.0,37.8
3365,12225208,17.0,female,33,181.0,75.0,5.0,81.0,39.4
3366,12225872,5.0,male,42,190.0,88.0,2.0,79.0,38.7
3367,12226404,133.0,female,26,170.0,63.0,22.0,106.0,40.4
3368,12227213,151.0,female,49,178.0,77.0,23.0,109.0,40.4
3369,12228055,127.0,male,26,199.0,93.0,22.0,104.0,40.6
3370,12228347,176.0,female,57,167.0,63.0,28.0,103.0,40.8
3371,12228656,32.0,female,61,166.0,64.0,7.0,87.0,39.5
3372,12229778,157.0,female,41,184.0,83.0,28.0,102.0,40.9
3373,12229965,26.0,female,45,166.0,59.0,7.0,80.0,39.1
3374,12230328,151.0,female,65,152.0,51.0,23.0,103.0,40.8
3375,12230460,162.0,female,29,156.0,54.0,28.0,102.0,40.8
3376,12230977,115.0,female,28,169.0,65.0,23.0,96.0,40.7
3377,12231528,19.0,male,24,209.0,110.0,8.0,80.0,40.0
3378,12232314,151.0,male,43,178.0,81.0,25.0,102.0,40.8
3379,12234447,39.0,male,39,175.0,74.0,9.0,93.0,39.5
3380,12235821,199.0,male,59,190.0,99.0,25.0,107.0,40.7
3381,12236279,132.0,female,53,147.0,54.0,22.0,100.0,40.6
3382,12236794,16.0,female,46,168.0,70.0,5.0,77.0,39.1
3383,12239606,215.0,female,64,159.0,59.0,29.0,112.0,41.3
3384,12240246,4.0,male,48,196.0,94.0,1.0,85.0,37.9
3385,12240448,206.0,female,64,163.0,67.0,27.0,115.0,40.7
3386,12241219,212.0,male,64,189.0,99.0,25.0,109.0,40.8
3387,12241914,70.0,male,43,204.0,107.0,13.0,94.0,40.1
3388,12241923,135.0,female,55,160.0,58.0,21.0,104.0,40.9
3389,12242593,106.0,male,23,173.0,73.0,23.0,100.0,40.7
3390,12242759,29.0,male,39,184.0,89.0,7.0,90.0,39.5
3391,12243660,174.0,male,38,170.0,74.0,26.0,109.0,40.5
3392,12243765,236.0,male,57,174.0,78.0,29.0,112.0,41.3
3393,12244099,113.0,female,53,160.0,59.0,19.0,100.0,40.3
3394,12245709,104.0,female,41,169.0,64.0,18.0,101.0,40.6
3395,12246282,68.0,male,34,170.0,77.0,13.0,100.0,39.9
3396,12247019,35.0,male,25,173.0,77.0,9.0,94.0,39.4
3397,12247180,131.0,female,30,163.0,64.0,25.0,98.0,40.6
3398,12249672,14.0,male,32,185.0,89.0,4.0,88.0,38.6
3399,12249923,46.0,male,26,191.0,93.0,13.0,89.0,40.3
3400,12250283,57.0,female,31,153.0,60.0,12.0,93.0,40.0
3401,12251009,135.0,male,37,189.0,85.0,21.0,106.0,40.4
3402,12252501,92.0,male,35,173.0,76.0,17.0,101.0,39.7
3403,12253064,105.0,male,77,207.0,105.0,13.0,101.0,39.9
3404,12253507,6.0,female,39,157.0,63.0,2.0,77.0,38.4
3405,12255729,163.0,female,41,182.0,77.0,23.0,115.0,40.6
3406,12256111,156.0,male,26,171.0,77.0,28.0,105.0,40.7
3407,12257295,51.0,female,21,185.0,77.0,12.0,92.0,40.1
3408,12257588,175.0,male,52,170.0,77.0,24.0,108.0,40.6
3409,12258060,149.0,female,23,177.0,74.0,27.0,103.0,40.7
3410,12258489,69.0,female,31,171.0,72.0,15.0,93.0,40.1
3411,12258799,39.0,female,25,157.0,59.0,11.0,82.0,39.7
3412,12259016,112.0,female,25,163.0,63.0,20.0,102.0,40.3
3413,12259323,226.0,female,58,166.0,66.0,30.0,115.0,41.1
3414,12259767,4.0,female,63,184.0,77.0,1.0,79.0,38.1
3415,12260850,36.0,male,21,185.0,87.0,12.0,88.0,39.9
3416,12260959,187.0,male,39,185.0,87.0,26.0,110.0,40.9
3417,12262135,60.0,female,49,156.0,55.0,11.0,96.0,39.8
3418,12263999,73.0,male,73,200.0,106.0,12.0,89.0,40.0
3419,12264117,163.0,female,39,177.0,73.0,27.0,105.0,40.8
3420,12264374,143.0,male,22,176.0,75.0,26.0,106.0,40.6
3421,12265128,47.0,male,43,173.0,74.0,12.0,89.0,39.9
3422,12265696,33.0,female,23,174.0,69.0,8.0,89.0,39.7
3423,12267053,214.0,female,53,162.0,58.0,30.0,111.0,40.8
3424,12267136,114.0,female,42,153.0,56.0,19.0,102.0,40.5
3425,12269522,21.0,female,20,157.0,57.0,6.0,82.0,39.1
3426,12271222,173.0,male,23,198.0,94.0,29.0,106.0,40.8
3427,12271736,96.0,male,52,194.0,92.0,15.0,100.0,40.2
3428,12274261,198.0,male,55,181.0,80.0,27.0,107.0,41.1
3429,12274315,64.0,female,25,166.0,68.0,12.0,100.0,40.2
3430,12275039,5.0,male,21,177.0,77.0,2.0,87.0,38.8
3431,12275191,42.0,female,38,170.0,64.0,9.0,91.0,39.6
3432,12275317,191.0,male,50,190.0,100.0,27.0,104.0,40.8
3433,12275702,24.0,female,49,164.0,63.0,5.0,91.0,38.9
3434,12275846,18.0,male,22,177.0,80.0,7.0,86.0,39.5
3435,12276044,9.0,female,63,161.0,57.0,2.0,86.0,38.7
3436,12276773,8.0,male,73,180.0,82.0,2.0,79.0,38.2
3437,12276950,54.0,male,31,190.0,92.0,13.0,92.0,40.0
3438,12277432,96.0,female,26,170.0,67.0,19.0,97.0,40.6
3439,12278300,261.0,male,48,202.0,102.0,29.0,117.0,40.7
3440,12278963,5.0,male,40,204.0,109.0,2.0,76.0,38.1
3441,12281044,31.0,female,57,157.0,54.0,6.0,92.0,39.2
3442,12281127,150.0,male,47,182.0,87.0,23.0,103.0,40.4
3443,12281497,120.0,female,23,158.0,55.0,20.0,105.0,40.2
3444,12281601,40.0,female,25,149.0,50.0,8.0,95.0,39.5
3445,12281792,88.0,male,53,181.0,79.0,15.0,98.0,40.2
3446,12282015,34.0,female,40,178.0,73.0,8.0,88.0,39.7
3447,12282553,43.0,female,78,154.0,60.0,9.0,85.0,39.7
3448,12282992,8.0,female,32,176.0,70.0,2.0,86.0,38.6
3449,12283493,22.0,male,35,200.0,97.0,5.0,92.0,39.1
3450,12283776,210.0,male,34,191.0,91.0,27.0,115.0,40.7
3451,12283845,68.0,male,43,171.0,76.0,14.0,95.0,40.2
3452,12285104,117.0,male,25,197.0,93.0,25.0,97.0,40.9
3453,12285465,85.0,female,39,165.0,64.0,16.0,97.0,40.5
3454,12286808,30.0,female,25,163.0,60.0,7.0,89.0,39.4
3455,12289711,84.0,female,43,163.0,57.0,17.0,92.0,40.2
3456,12289910,122.0,female,58,161.0,62.0,19.0,104.0,40.5
3457,12290506,35.0,male,58,181.0,84.0,11.0,78.0,39.9
3458,12291372,197.0,male,73,169.0,71.0,26.0,104.0,40.6
3459,12291793,184.0,female,30,161.0,61.0,30.0,106.0,40.8
3460,12292817,18.0,female,33,182.0,78.0,5.0,83.0,39.3
3461,12293035,164.0,female,47,153.0,57.0,26.0,104.0,40.9
3462,12293039,146.0,male,49,165.0,70.0,26.0,99.0,40.7
3463,12293751,7.0,male,46,194.0,101.0,2.0,80.0,38.0
3464,12295344,72.0,female,60,162.0,63.0,12.0,100.0,39.9
3465,12296171,155.0,male,42,192.0,87.0,23.0,106.0,41.0
3466,12296991,246.0,male,65,190.0,91.0,27.0,114.0,40.5
3467,12297277,138.0,female,40,160.0,59.0,21.0,108.0,40.6
3468,12297712,10.0,female,25,160.0,61.0,3.0,81.0,38.3
3469,12297793,170.0,male,45,200.0,97.0,24.0,106.0,40.7
3470,12298601,51.0,female,20,156.0,52.0,10.0,97.0,39.5
